date,instrument,open,high,close,low,volume,amount,factor
2018-01-05,600737,95.7599,98.0034,97.6492,95.7599,20366560.0,167877616.0,11.8076
2018-01-04,600737,96.4684,97.1769,95.9961,95.6419,9852774.0,80401200.0,11.8076
2018-01-03,600737,94.8153,96.4684,96.4684,94.5792,11526355.0,93515432.0,11.8076
2018-01-02,600737,94.225,95.0515,94.8153,93.8707,10021142.0,80346688.0,11.8076
2017-12-29,600737,94.9334,95.1696,93.8707,93.2803,10619900.0,84460848.0,11.8076
2017-12-28,600737,94.8153,95.2876,94.8153,94.4611,5943974.0,47699804.0,11.8076
2017-12-27,600737,95.2876,95.878,94.6973,94.4611,6790943.0,54718108.0,11.8076
2017-12-26,600737,93.0442,95.878,95.5238,93.0442,7773078.0,62365580.0,11.8076
2017-12-25,600737,95.0515,95.5238,93.3984,93.2803,7011202.0,55947400.0,11.8076
2017-12-22,600737,95.2876,95.7599,95.0515,94.8153,5110783.0,41186296.0,11.8076
2017-12-21,600737,96.3503,96.8226,95.2876,94.5792,6087001.0,49178580.0,11.8076
2017-12-20,600737,96.3503,97.2949,96.3503,95.9961,5452646.0,44589872.0,11.8076
2017-12-19,600737,96.9407,97.5311,96.7046,96.3503,5568606.0,45654000.0,11.8076
2017-12-18,600737,97.0588,98.5938,96.8226,95.878,10672846.0,87728120.0,11.8076
2017-12-15,600737,95.9961,98.5938,97.7672,95.6419,19858944.0,164468160.0,11.8076
2017-12-14,600737,95.6419,96.4684,96.1142,94.8153,7896896.0,64004572.0,11.8076
2017-12-13,600737,95.0515,96.2322,95.7599,94.5792,5840813.0,47241432.0,11.8076
2017-12-12,600737,96.2322,96.4684,95.1696,95.0515,5509167.0,44622128.0,11.8076
2017-12-11,600737,95.1696,96.3503,96.1142,95.1696,8133966.0,66097364.0,11.8076
2017-12-08,600737,94.343,96.2322,95.1696,93.9888,10323193.0,83243144.0,11.8076
2017-12-07,600737,95.7599,96.2322,94.6973,94.6973,6673516.0,53923564.0,11.8076
2017-12-06,600737,93.8707,97.413,95.7599,93.6346,9409304.0,75786136.0,11.8076
2017-12-05,600737,98.4757,98.4757,94.6973,93.2803,13819892.0,112301464.0,11.8076
2017-12-04,600737,98.2395,99.1842,98.2395,98.1215,4910448.0,40958168.0,11.8076
2017-12-01,600737,98.5938,99.7745,98.948,98.1215,5201204.0,43596176.0,11.8076
2017-11-30,600737,99.5384,99.5384,98.4757,98.1215,5522394.0,46230156.0,11.8076
2017-11-29,600737,99.7745,99.7745,99.4203,98.2395,6720240.0,56298532.0,11.8076
2017-11-28,600737,98.8299,100.0107,99.8926,98.7119,5568932.0,46938048.0,11.8076
2017-11-27,600737,98.3576,99.1842,98.948,98.1215,5943100.0,49755176.0,11.8076
2017-11-24,600737,92.75,93.86,93.08,92.52,5968379.0,49751744.0,11.1746987952
2017-11-23,600737,96.44,96.44,93.19,92.75,11255136.0,95689762.0,11.1749710313
2017-11-22,600737,95.76,97.78,96.55,95.54,11995833.0,103566035.0,11.1738623104
2017-11-21,600737,96.21,97.11,96.21,95.76,8177251.0,70565185.0,11.1742160279
2017-11-20,600737,97.22,97.33,96.55,94.2,9382165.0,80263546.0,11.1747126437
2017-11-17,600737,102.25,102.36,97.55,97.33,19353200.0,171966026.0,11.174863388
2017-11-16,600737,102.69,103.59,102.02,101.91,5794700.0,53198269.0,11.1741022851
2017-11-15,600737,102.36,103.81,102.58,101.8,7386599.0,67807874.0,11.1746724891
2017-11-14,600737,103.03,103.36,102.47,102.25,10181739.0,93452450.0,11.1746203905
2017-11-13,600737,104.93,104.93,103.36,103.03,10177283.0,94506549.0,11.1746538871
2017-11-10,600737,104.7,105.15,104.81,103.59,13607404.0,126898075.0,11.173959445
