Date,Open,High,Low,Close,Adj Close,Volume
2015-07-01,30.521255,30.624940999999996,30.181921000000003,30.455275,29.689356,51900
2015-07-02,30.540108,30.540108,30.163069,30.295033,29.533147999999997,35800
2015-07-06,30.144216999999998,30.540108,29.936846000000003,30.464701,29.698546999999998,81500
2015-07-07,30.389291999999998,30.879441999999997,30.163069,30.756905,29.983403999999997,68500
2015-07-08,30.653219,30.870015999999996,30.27618,30.7192,29.946648,153000
2015-07-09,30.964275,31.00198,30.511829,30.540108,29.772058,52800
2015-07-10,30.766331,30.945422999999998,30.530682000000002,30.634366999999997,29.863946999999996,31500
2015-07-13,30.606089,31.00198,30.577811999999998,30.907721000000002,30.13043,44900
2015-07-14,30.992554,31.058535,30.342163,30.7192,29.946648,80500
2015-07-15,30.662645,30.681497999999998,30.408144,30.502403,29.735304,27700
2015-07-16,30.455275,30.945422999999998,30.455275,30.870015999999996,30.09367,43100
2015-07-17,30.907721000000002,30.907721000000002,30.530682000000002,30.681497999999998,29.909891,37300
2015-07-20,30.700347999999998,30.700347999999998,30.097088,30.210199,29.450446999999997,84000
2015-07-21,30.295033,30.295033,29.757753000000005,29.92742,29.174778000000003,113800
2015-07-22,29.880290999999996,30.41757,29.880290999999996,30.295033,29.533147999999997,31900
2015-07-23,30.266754,30.521255,29.983976000000002,30.031105,29.275862,44400
2015-07-24,29.936846000000003,30.257328,29.465548,29.823734,29.073702,48300
2015-07-27,29.842586999999998,30.012253,29.588084999999996,29.983976000000002,29.229912,70400
2015-07-28,30.097088,30.511829,29.861439,30.408144,29.643415,57800
2015-07-29,30.445847999999998,30.662645,30.351589,30.55896,29.790438,32500
2015-07-30,30.379865999999996,30.7192,30.285606,30.643793,29.873137,70200
2015-07-31,30.785183,31.011406,30.511829,30.606089,29.83638,71500
2015-08-03,30.511829,30.643793,30.172495,30.455275,29.689356,70400
2015-08-04,30.304459,30.738052000000003,30.238478000000004,30.398718,29.634228000000004,49600
2015-08-05,30.577811999999998,30.822885999999997,30.266754,30.398718,29.634228000000004,81700
2015-08-06,30.511829,30.511829,30.172495,30.408144,29.643415,62500
2015-08-07,30.229052000000003,30.483551000000002,30.002829,30.285606,29.523958,65300
2015-08-10,30.445847999999998,31.105665000000002,30.379865999999996,30.728626000000002,29.955834999999997,126100
2015-08-11,30.606089,30.7192,30.408144,30.511829,29.744493,56900
2015-08-12,30.379865999999996,30.474125,29.889716999999997,30.361013,29.597466999999998,60900
2015-08-13,30.210199,30.634366999999997,30.078235999999997,30.238478000000004,29.478014,94700
2015-08-14,30.304459,30.549534,29.917994,30.502403,29.735304,95600
2015-08-17,30.351589,30.738052000000003,30.191346999999997,30.653219,29.882326000000003,41900
2015-08-18,30.596663,30.596663,30.238478000000004,30.342163,29.579096000000003,68600
2015-08-19,30.342163,30.379865999999996,29.946271999999997,30.163069,29.404505,50300
2015-08-20,29.852013,30.097088,29.550383,29.578659000000002,28.834789,93100
2015-08-21,29.04138,29.644641999999997,29.04138,29.258177000000003,28.522369,99200
2015-08-24,28.353284999999996,28.626638,27.947969,28.626638,27.906713,178600
